Store Name	Product Link	Set Code	Card Name	Foil	Lang	Card Price	Stock	Expected USD Profit	Expected ROI	Weight	Tier
Single Star	https://www.singlestar.jp/product/230671	2X2	Thousand-Year Storm		JP	0.22	11	0.77	350	269.5	B
Single Star	https://www.singlestar.jp/product/230673	2X2	Thousand-Year Storm (Borderless)		JP	0.61	12	0.64	104.918	67.1475	D
Single Star	https://www.singlestar.jp/product/230857	2X2	Villainous Wealth		EN	0.15	20	0.04	26.6667	1.06667	D
Single Star	https://www.singlestar.jp/product/230858	2X2	Villainous Wealth		JP	0.15	19	0.04	26.6667	1.06667	D
Single Star	https://www.singlestar.jp/product/231060	2X2	Bloodforged Battle-Axe		EN	0.99	12	0.5	50.5051	25.2525	D
Single Star	https://www.singlestar.jp/product/231061	2X2	Bloodforged Battle-Axe		JP	0.38	14	1.11	292.105	324.237	B
Single Star	https://www.singlestar.jp/product/231063	2X2	Bloodforged Battle-Axe (Borderless)		JP	0.99	12	0.23	23.2323	5.34344	D
Single Star	https://www.singlestar.jp/product/230867	2X2	Darksteel Plate		EN	6.35	3	0.15	2.3622	0.354331	D
Single Star	https://www.singlestar.jp/product/230868	2X2	Darksteel Plate		JP	1.37	16	5.13	374.453	1920.94	A
Single Star	https://www.singlestar.jp/product/231064	2X2	Nim Deathmantle		EN	2.14	8	0.05	2.33644	0.116822	D
Single Star	https://www.singlestar.jp/product/231065	2X2	Nim Deathmantle		JP	0.61	16	1.58	259.016	409.246	B
Single Star	https://www.singlestar.jp/product/230950	2X2	Panharmonicon		EN	3.67	4	0.83	22.6158	18.7711	D
Single Star	https://www.singlestar.jp/product/230951	2X2	Panharmonicon		JP	0.99	16	3.51	354.545	1244.45	B
Single Star	https://www.singlestar.jp/product/230953	2X2	Panharmonicon (Borderless)		JP	1.37	12	3.91	285.401	1115.92	B
Single Star	https://www.singlestar.jp/product/230443	2X2	Phyrexian Altar		EN	21.27	1	1.22	5.73578	6.99765	D
Single Star	https://www.singlestar.jp/product/230869	2X2	Planar Bridge		EN	0.76	12	0.04	5.26316	0.210527	D
Single Star	https://www.singlestar.jp/product/230870	2X2	Planar Bridge		JP	0.22	6	0.58	263.636	152.909	B
Single Star	https://www.singlestar.jp/product/230324	2X2	Sensei's Divining Top		EN	15.15	1	4.34	28.6469	124.327	D
Single Star	https://www.singlestar.jp/product/230680	2X2	Thrumming Stone		EN	1.37	8	0.12	8.75913	1.0511	D
Single Star	https://www.singlestar.jp/product/230681	2X2	Thrumming Stone		JP	0.61	12	0.88	144.262	126.951	D
Single Star	https://www.singlestar.jp/product/230447	2X2	Vedalken Orrery		EN	4.43	1	0.11	2.48307	0.273138	D
Single Star	https://www.singlestar.jp/product/230448	2X2	Vedalken Orrery		JP	1.37	12	3.17	231.387	733.496	B
Single Star	https://www.singlestar.jp/product/230450	2X2	Vedalken Orrery (Borderless)		JP	1.37	8	4.87	355.474	1731.16	B
Single Star	https://www.singlestar.jp/product/230683	2X2	Forbidden Orchard		JP	2.9	3	0.56	19.3103	10.8138	D
Single Star	https://www.singlestar.jp/product/230685	2X2	Forbidden Orchard (Borderless)		JP	2.9	4	0.0699999	2.41379	0.168965	D
Single Star	https://www.singlestar.jp/product/231072	2X2	Mentor of the Meek		EN	0.07	15	0.13	185.714	24.1429	D
Single Star	https://www.singlestar.jp/product/231073	2X2	Mentor of the Meek		JP	0.07	8	0.13	185.714	24.1429	D
Single Star	https://www.singlestar.jp/product/231075	2X2	Mentor of the Meek (Borderless)		JP	0.15	19	0.1	66.6667	6.66667	D
Single Star	https://www.singlestar.jp/product/230690	2X2	Path to Exile		EN	1.37	12	0.51	37.2263	18.9854	D
Single Star	https://www.singlestar.jp/product/230691	2X2	Path to Exile		JP	0.99	20	0.89	89.899	80.0101	D
Single Star	https://www.singlestar.jp/product/230959	2X2	Blood Artist		JP	0.61	15	0.62	101.639	63.0164	D
Single Star	https://www.singlestar.jp/product/230966	2X2	Unburial Rites		EN	0.07	15	0.02	28.5714	0.571429	D
Single Star	https://www.singlestar.jp/product/230968	2X2	Vampiric Rites		EN	0.07	19	0.11	157.143	17.2857	D
Single Star	https://www.singlestar.jp/product/230969	2X2	Vampiric Rites		JP	0.07	38	0.11	157.143	17.2857	D
Single Star	https://www.singlestar.jp/product/230716	2X2	Eternal Witness		EN	0.61	11	0.6	98.3607	59.0164	D
Single Star	https://www.singlestar.jp/product/230717	2X2	Eternal Witness		JP	0.61	10	0.6	98.3607	59.0164	D
Single Star	https://www.singlestar.jp/product/230972	2X2	Rancor		EN	0.61	16	0.14	22.9508	3.21311	D
Single Star	https://www.singlestar.jp/product/230974	2X2	Summer Bloom		EN	0.15	14	0.04	26.6667	1.06667	D
Single Star	https://www.singlestar.jp/product/230975	2X2	Summer Bloom		JP	0.15	30	0.04	26.6667	1.06667	D
Single Star	https://www.singlestar.jp/product/230724	2X2	Abzan Charm		EN	0.07	17	0.01	14.2857	0.142857	D
Single Star	https://www.singlestar.jp/product/230725	2X2	Abzan Charm		JP	0.07	37	0.01	14.2857	0.142857	D
Single Star	https://www.singlestar.jp/product/230736	2X2	Crackling Doom		EN	0.07	19	0.09	128.571	11.5714	D
Single Star	https://www.singlestar.jp/product/230737	2X2	Crackling Doom		JP	0.07	38	0.09	128.571	11.5714	D
Single Star	https://www.singlestar.jp/product/230755	2X2	Dragon Arch		JP	0.15	35	0.1	66.6667	6.66667	D
Single Star	https://www.singlestar.jp/product/230756	2X2	Firemind Vessel		EN	0.07	19	0.07	100	7	D
Single Star	https://www.singlestar.jp/product/230757	2X2	Firemind Vessel		JP	0.07	39	0.07	100	7	D
Single Star	https://www.singlestar.jp/product/230758	2X2	Azorius Chancery		EN	0.07	12	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230759	2X2	Azorius Chancery		JP	0.07	18	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230761	2X2	Azorius Chancery (Borderless)		JP	0.38	10	0.07	18.4211	1.28947	D
Single Star	https://www.singlestar.jp/product/230762	2X2	Boros Garrison		EN	0.07	11	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230763	2X2	Boros Garrison		JP	0.07	19	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230766	2X2	Dimir Aqueduct		EN	0.07	15	0.07	100	7	D
Single Star	https://www.singlestar.jp/product/230768	2X2	Dimir Aqueduct (Borderless)		EN	0.61	16	0.03	4.91803	0.147541	D
Single Star	https://www.singlestar.jp/product/230769	2X2	Dimir Aqueduct (Borderless)		JP	0.38	20	0.26	68.4211	17.7895	D
Single Star	https://www.singlestar.jp/product/230770	2X2	Golgari Rot Farm		EN	0.07	8	0.08	114.286	9.14286	D
Single Star	https://www.singlestar.jp/product/230771	2X2	Golgari Rot Farm		JP	0.07	19	0.08	114.286	9.14286	D
Single Star	https://www.singlestar.jp/product/230773	2X2	Golgari Rot Farm (Borderless)		JP	0.38	19	0.12	31.5789	3.78947	D
Single Star	https://www.singlestar.jp/product/230774	2X2	Gruul Turf		EN	0.07	14	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230775	2X2	Gruul Turf		JP	0.07	14	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230777	2X2	Gruul Turf (Borderless)		JP	0.38	20	0.17	44.7369	7.60527	D
Single Star	https://www.singlestar.jp/product/230778	2X2	Izzet Boilerworks		EN	0.07	14	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230779	2X2	Izzet Boilerworks		JP	0.07	20	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230781	2X2	Izzet Boilerworks (Borderless)		JP	0.38	20	0.02	5.26316	0.105263	D
Single Star	https://www.singlestar.jp/product/230782	2X2	Orzhov Basilica		EN	0.07	8	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230783	2X2	Orzhov Basilica		JP	0.07	12	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230785	2X2	Orzhov Basilica (Borderless)		JP	0.38	20	0.02	5.26316	0.105263	D
Single Star	https://www.singlestar.jp/product/230786	2X2	Rakdos Carnarium		EN	0.07	15	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230787	2X2	Rakdos Carnarium		JP	0.07	19	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/230789	2X2	Rakdos Carnarium (Borderless)		JP	0.38	12	0.03	7.89474	0.236842	D
Single Star	https://www.singlestar.jp/product/230790	2X2	Selesnya Sanctuary		EN	0.07	16	0.13	185.714	24.1429	D
Single Star	https://www.singlestar.jp/product/230791	2X2	Selesnya Sanctuary		JP	0.07	16	0.13	185.714	24.1429	D
Single Star	https://www.singlestar.jp/product/230793	2X2	Selesnya Sanctuary (Borderless)		JP	0.38	20	0.52	136.842	71.1579	D
Single Star	https://www.singlestar.jp/product/230797	2X2	Simic Growth Chamber (Borderless)		JP	0.61	19	0.89	145.902	129.852	D
Single Star	https://www.singlestar.jp/product/231108	2X2	Hyena Umbra		EN	0.07	34	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/231109	2X2	Hyena Umbra		JP	0.07	19	0.03	42.8571	1.28571	D
Single Star	https://www.singlestar.jp/product/231152	2X2	Shadowborn Apostle		EN	0.99	20	0.21	21.2121	4.45455	D
Single Star	https://www.singlestar.jp/product/231153	2X2	Shadowborn Apostle		JP	0.61	40	0.59	96.7213	57.0656	D
Single Star	https://www.singlestar.jp/product/230376	2X2	Pirate's Pillage		EN	0.07	37	0.01	14.2857	0.142857	D
Single Star	https://www.singlestar.jp/product/230377	2X2	Pirate's Pillage		JP	0.07	21	0.01	14.2857	0.142857	D
Single Star	https://www.singlestar.jp/product/230378	2X2	Rift Bolt		EN	0.07	12	0.01	14.2857	0.142857	D
Single Star	https://www.singlestar.jp/product/230392	2X2	Rampant Growth		EN	0.07	17	0.15	214.286	32.1429	B
Single Star	https://www.singlestar.jp/product/230393	2X2	Rampant Growth		JP	0.07	31	0.15	214.286	32.1429	B
Single Star	https://www.singlestar.jp/product/230395	2X2	Rampant Growth (Borderless)		JP	0.15	12	0.15	100	15	D
Single Star	https://www.singlestar.jp/product/231238	2X2	Kozilek, Butcher of Truth (Borderless)	Foil	JP	16.83	1	15.2	90.3149	1372.79	C
Single Star	https://www.singlestar.jp/product/231239	2X2	Kozilek, Butcher of Truth (Borderless)	Foil	EN	31.6	3	0.429998	1.36075	0.58512	D
Single Star	https://www.singlestar.jp/product/231241	2X2	Kozilek, Butcher of Truth (Textured Foil)	Foil	EN	92.06	4	0.529999	0.575709	0.305125	D
Single Star	https://www.singlestar.jp/product/231246	2X2	Ulamog, the Infinite Gyre	Foil	JP	15.15	1	9.85	65.0165	640.413	C
Single Star	https://www.singlestar.jp/product/231250	2X2	Ulamog, the Infinite Gyre (Borderless)	Foil	JP	12.24	3	19.96	163.072	3254.92	C
Single Star	https://www.singlestar.jp/product/231251	2X2	Ulamog, the Infinite Gyre (Borderless)	Foil	EN	23.57	3	8.63	36.6143	315.982	C
Single Star	https://www.singlestar.jp/product/231252	2X2	Ulamog, the Infinite Gyre (Borderless)	Foil	JP	15.68	2	16.52	105.357	1740.5	C
Single Star	https://www.singlestar.jp/product/231253	2X2	Ulamog, the Infinite Gyre (Textured Foil)	Foil	EN	53.03	4	21.75	41.0145	892.066	C
Single Star	https://www.singlestar.jp/product/231256	2X2	Divine Visitation	Foil	JP	3.67	4	4.86	132.425	643.586	D
Single Star	https://www.singlestar.jp/product/231258	2X2	Divine Visitation	Foil	JP	3.67	4	4.86	132.425	643.586	D
Single Star	https://www.singlestar.jp/product/231286	2X2	Consecrated Sphinx	Foil	JP	9.41	1	12.05	128.055	1543.07	C
Single Star	https://www.singlestar.jp/product/231291	2X2	Consecrated Sphinx (Borderless)	Foil	EN	14.38	3	5.54	38.5257	213.433	C
Single Star	https://www.singlestar.jp/product/231301	2X2	Mana Drain (Borderless)	Foil	EN	41.93	1	13.65	32.5543	444.366	C
Single Star	https://www.singlestar.jp/product/231315	2X2	Imperial Seal (Borderless)	Foil	EN	92.06	3	4.63	5.02933	23.2858	D
Single Star	https://www.singlestar.jp/product/231324	2X2	Liliana, the Last Hope (Foil Etched)	Foil	JP	20.66	2	1.28	6.19555	7.9303	D
Single Star	https://www.singlestar.jp/product/231354	2X2	Warrior's Oath	Foil	JP	4.05	4	2.96	73.0864	216.336	D
Single Star	https://www.singlestar.jp/product/231370	2X2	Concordant Crossroads	Foil	JP	8.64	1	5.42	62.7315	340.005	C
Single Star	https://www.singlestar.jp/product/231373	2X2	Concordant Crossroads (Borderless)	Foil	EN	16.83	2	5.2	30.8972	160.666	C
Single Star	https://www.singlestar.jp/product/231375	2X2	Concordant Crossroads (Borderless)	Foil	EN	16.68	2	5.35	32.0743	171.598	C
Single Star	https://www.singlestar.jp/product/231376	2X2	Concordant Crossroads (Borderless)	Foil	JP	19.51	1	2.52	12.9165	32.5495	D
Single Star	https://www.singlestar.jp/product/231387	2X2	Aminatou, the Fateshifter (Foil Etched)	Foil	EN	13.62	1	5.31	38.9868	207.02	C
Single Star	https://www.singlestar.jp/product/231396	2X2	Aurelia, the Warleader	Foil	JP	4.43	2	8.03	181.264	1455.55	C
Single Star	https://www.singlestar.jp/product/231408	2X2	Dragonlord Dromoka (Borderless)	Foil	JP	3.67	4	7.46	203.27	1516.39	A
Single Star	https://www.singlestar.jp/product/231410	2X2	Dragonlord Dromoka (Borderless)	Foil	JP	6.5	3	4.63	71.2308	329.798	D
Single Star	https://www.singlestar.jp/product/231416	2X2	Dragonlord Silumgar (Foil Etched)	Foil	JP	8.03	1	2.39	29.7634	71.1345	D
Single Star	https://www.singlestar.jp/product/231418	2X2	Elenda, the Dusk Rose	Foil	JP	2.52	4	5.11	202.778	1036.19	A
Single Star	https://www.singlestar.jp/product/231420	2X2	Elenda, the Dusk Rose	Foil	JP	3.06	4	4.57	149.346	682.513	D
Single Star	https://www.singlestar.jp/product/231422	2X2	Elenda, the Dusk Rose (Foil Etched)	Foil	JP	7.27	1	8.64	118.845	1026.82	C
Single Star	https://www.singlestar.jp/product/231423	2X2	Elenda, the Dusk Rose (Borderless)	Foil	EN	10.56	2	0.49	4.64015	2.27367	D
Single Star	https://www.singlestar.jp/product/231424	2X2	Elenda, the Dusk Rose (Borderless)	Foil	JP	3.67	4	7.38	201.09	1484.04	A
Single Star	https://www.singlestar.jp/product/231428	2X2	Ezuri, Claw of Progress	Foil	JP	2.29	4	0.99	43.2314	42.7991	D
Single Star	https://www.singlestar.jp/product/231430	2X2	Ezuri, Claw of Progress	Foil	JP	2.9	1	0.38	13.1034	4.97931	D
Single Star	https://www.singlestar.jp/product/231432	2X2	Ezuri, Claw of Progress (Foil Etched)	Foil	JP	2.29	1	9.4	410.48	3858.52	A
Single Star	https://www.singlestar.jp/product/231434	2X2	Ghave, Guru of Spores	Foil	JP	1.37	4	0.84	61.3139	51.5037	D
Single Star	https://www.singlestar.jp/product/231435	2X2	Ghave, Guru of Spores	Foil	EN	2.14	4	0.0699999	3.27102	0.228971	D
Single Star	https://www.singlestar.jp/product/231436	2X2	Ghave, Guru of Spores	Foil	JP	1.37	3	0.84	61.3139	51.5037	D
Single Star	https://www.singlestar.jp/product/231438	2X2	Ghave, Guru of Spores (Foil Etched)	Foil	JP	4.05	1	10.38	256.296	2660.36	A
Single Star	https://www.singlestar.jp/product/231446	2X2	Kaalia of the Vast	Foil	JP	3.67	4	6.31	171.935	1084.91	C
Single Star	https://www.singlestar.jp/product/231448	2X2	Kaalia of the Vast	Foil	JP	3.82	2	6.16	161.257	993.34	C
Single Star	https://www.singlestar.jp/product/231456	2X2	Karador, Ghost Chieftain (Foil Etched)	Foil	JP	2.14	4	0.26	12.1495	3.15888	D
Single Star	https://www.singlestar.jp/product/231457	2X2	Lord of Extinction	Foil	EN	2.9	3	0.51	17.5862	8.96897	D
Single Star	https://www.singlestar.jp/product/231458	2X2	Lord of Extinction	Foil	JP	1.53	4	1.88	122.876	231.007	D
Single Star	https://www.singlestar.jp/product/231459	2X2	Lord of Extinction	Foil	EN	2.9	4	0.51	17.5862	8.96897	D
Single Star	https://www.singlestar.jp/product/231460	2X2	Lord of Extinction	Foil	JP	2.29	1	1.12	48.9083	54.7773	D
Single Star	https://www.singlestar.jp/product/231464	2X2	Master of Cruelties	Foil	JP	2.9	1	2.12	73.1034	154.979	D
Single Star	https://www.singlestar.jp/product/231466	2X2	Master of Cruelties	Foil	JP	2.9	3	2.12	73.1034	154.979	D
Single Star	https://www.singlestar.jp/product/231470	2X2	Mizzix of the Izmagnus	Foil	JP	1.37	4	0.58	42.3358	24.5548	D
Single Star	https://www.singlestar.jp/product/231474	2X2	Mizzix of the Izmagnus (Foil Etched)	Foil	JP	3.29	4	5.88	178.723	1050.89	C
Single Star	https://www.singlestar.jp/product/231475	2X2	Muldrotha, the Gravetide	Foil	EN	3.06	4	0.48	15.6863	7.52941	D
Single Star	https://www.singlestar.jp/product/231476	2X2	Muldrotha, the Gravetide	Foil	JP	2.14	4	1.4	65.4206	91.5888	D
Single Star	https://www.singlestar.jp/product/231477	2X2	Muldrotha, the Gravetide	Foil	EN	2.9	4	0.64	22.069	14.1241	D
Single Star	https://www.singlestar.jp/product/231478	2X2	Muldrotha, the Gravetide	Foil	JP	2.29	3	1.25	54.5852	68.2314	D
Single Star	https://www.singlestar.jp/product/231479	2X2	Muldrotha, the Gravetide (Foil Etched)	Foil	EN	3.67	2	0.36	9.80927	3.53134	D
Single Star	https://www.singlestar.jp/product/231480	2X2	Muldrotha, the Gravetide (Foil Etched)	Foil	JP	3.67	3	0.36	9.80927	3.53134	D
Single Star	https://www.singlestar.jp/product/231482	2X2	Muldrotha, the Gravetide (Borderless)	Foil	JP	5.96	3	8.73	146.477	1278.74	C
Single Star	https://www.singlestar.jp/product/231495	2X2	Sedris, the Traitor King (Foil Etched)	Foil	EN	2.14	3	0.69	32.243	22.2476	D
Single Star	https://www.singlestar.jp/product/231496	2X2	Sedris, the Traitor King (Foil Etched)	Foil	JP	2.14	4	0.69	32.243	22.2476	D
Single Star	https://www.singlestar.jp/product/231498	2X2	Sedris, the Traitor King (Borderless)	Foil	JP	1.37	4	1.12	81.7518	91.562	D
Single Star	https://www.singlestar.jp/product/231505	2X2	Uril, the Miststalker (Foil Etched)	Foil	EN	5.2	2	3.44	66.1539	227.569	D
Single Star	https://www.singlestar.jp/product/231506	2X2	Uril, the Miststalker (Foil Etched)	Foil	JP	3.67	3	4.97	135.422	673.049	D
Single Star	https://www.singlestar.jp/product/231524	2X2	Crucible of Worlds (Foil Etched)	Foil	JP	21.04	1	14.68	69.7719	1024.25	C
Single Star	https://www.singlestar.jp/product/231526	2X2	Crucible of Worlds (Borderless)	Foil	JP	25.48	1	3.08	12.0879	37.2308	D
Single Star	https://www.singlestar.jp/product/231528	2X2	Crucible of Worlds (Borderless)	Foil	JP	21.42	1	7.14	33.3333	238	C
Single Star	https://www.singlestar.jp/product/231555	2X2	Mikaeus, the Lunarch (Foil Etched)	Foil	EN	2.14	4	0.95	44.3925	42.1729	D
Single Star	https://www.singlestar.jp/product/231556	2X2	Mikaeus, the Lunarch (Foil Etched)	Foil	JP	1.37	4	1.72	125.547	215.942	D
Single Star	https://www.singlestar.jp/product/231559	2X2	Restoration Angel (Foil Etched)	Foil	EN	2.9	4	0.25	8.62069	2.15517	D
Single Star	https://www.singlestar.jp/product/231560	2X2	Restoration Angel (Foil Etched)	Foil	JP	2.29	4	0.86	37.5546	32.2969	D
Single Star	https://www.singlestar.jp/product/231563	2X2	Reveillark (Foil Etched)	Foil	EN	2.9	3	0.71	24.4827	17.3827	D
Single Star	https://www.singlestar.jp/product/231570	2X2	Smothering Tithe (Borderless)	Foil	JP	21.81	1	19.17	87.8955	1684.96	C
Single Star	https://www.singlestar.jp/product/231572	2X2	Smothering Tithe (Borderless)	Foil	JP	20.28	1	20.7	102.071	2112.87	C
Single Star	https://www.singlestar.jp/product/231578	2X2	Teferi's Protection (Borderless)	Foil	JP	8.64	1	13.56	156.944	2128.17	C
Single Star	https://www.singlestar.jp/product/231580	2X2	Teferi's Protection (Borderless)	Foil	JP	10.56	2	11.64	110.227	1283.05	C
Single Star	https://www.singlestar.jp/product/231582	2X2	Weathered Wayfarer	Foil	JP	2.14	4	0.74	34.5794	25.5888	D
Single Star	https://www.singlestar.jp/product/231583	2X2	Weathered Wayfarer (Foil Etched)	Foil	EN	3.67	4	0.22	5.99455	1.3188	D
Single Star	https://www.singlestar.jp/product/231584	2X2	Weathered Wayfarer (Foil Etched)	Foil	JP	2.9	4	0.99	34.1379	33.7966	D
Single Star	https://www.singlestar.jp/product/231609	2X2	Pull from Tomorrow	Foil	EN	0.76	3	0.58	76.3158	44.2632	D
Single Star	https://www.singlestar.jp/product/231610	2X2	Pull from Tomorrow	Foil	JP	0.76	4	0.58	76.3158	44.2632	D
Single Star	https://www.singlestar.jp/product/231611	2X2	Pull from Tomorrow (Foil Etched)	Foil	EN	2.9	4	0.69	23.7931	16.4172	D
Single Star	https://www.singlestar.jp/product/231612	2X2	Pull from Tomorrow (Foil Etched)	Foil	JP	2.52	4	1.07	42.4603	45.4325	D
Single Star	https://www.singlestar.jp/product/231615	2X2	Talrand, Sky Summoner (Foil Etched)	Foil	EN	1.91	2	2.72	142.408	387.351	D
Single Star	https://www.singlestar.jp/product/231616	2X2	Talrand, Sky Summoner (Foil Etched)	Foil	JP	2.67	4	1.96	73.4082	143.88	D
Single Star	https://www.singlestar.jp/product/231617	2X2	Venser, Shaper Savant	Foil	EN	1.37	4	0.32	23.3577	7.47445	D
Single Star	https://www.singlestar.jp/product/231618	2X2	Venser, Shaper Savant	Foil	JP	1.37	4	0.32	23.3577	7.47445	D
Single Star	https://www.singlestar.jp/product/231619	2X2	Venser, Shaper Savant (Foil Etched)	Foil	EN	3.67	3	2.13	58.0382	123.621	D
Single Star	https://www.singlestar.jp/product/231620	2X2	Venser, Shaper Savant (Foil Etched)	Foil	JP	3.67	4	2.13	58.0382	123.621	D
Single Star	https://www.singlestar.jp/product/231629	2X2	Gravecrawler	Foil	EN	3.06	4	1.26	41.1765	51.8824	D
Single Star	https://www.singlestar.jp/product/231630	2X2	Gravecrawler	Foil	JP	3.06	4	1.26	41.1765	51.8824	D
Single Star	https://www.singlestar.jp/product/231636	2X2	Necrotic Ooze (Foil Etched)	Foil	JP	2.52	1	1.56	61.9048	96.5714	D
Single Star	https://www.singlestar.jp/product/231638	2X2	Ob Nixilis, Unshackled	Foil	JP	1.37	4	0.55	40.146	22.0803	D
Single Star	https://www.singlestar.jp/product/231639	2X2	Ob Nixilis, Unshackled (Foil Etched)	Foil	EN	2.9	4	2.5	86.2069	215.517	D
Single Star	https://www.singlestar.jp/product/231640	2X2	Ob Nixilis, Unshackled (Foil Etched)	Foil	JP	1.53	4	3.87	252.941	978.882	B
Single Star	https://www.singlestar.jp/product/231641	2X2	Oona's Prowler	Foil	EN	0.22	4	0.03	13.6364	0.409091	D
Single Star	https://www.singlestar.jp/product/231642	2X2	Oona's Prowler	Foil	JP	0.22	8	0.03	13.6364	0.409091	D
Single Star	https://www.singlestar.jp/product/231653	2X2	Yahenni, Undying Partisan	Foil	EN	2.14	4	0.62	28.972	17.9626	D
Single Star	https://www.singlestar.jp/product/231654	2X2	Yahenni, Undying Partisan	Foil	JP	0.99	4	1.77	178.788	316.455	D
Single Star	https://www.singlestar.jp/product/231659	2X2	Abbot of Keral Keep (Foil Etched)	Foil	EN	0.99	4	0.05	5.0505	0.252525	D
Single Star	https://www.singlestar.jp/product/231660	2X2	Abbot of Keral Keep (Foil Etched)	Foil	JP	0.99	4	0.05	5.0505	0.252525	D
Single Star	https://www.singlestar.jp/product/231664	2X2	Alesha, Who Smiles at Death (Foil Etched)	Foil	JP	1.37	4	0.09	6.56935	0.591242	D
Single Star	https://www.singlestar.jp/product/231676	2X2	Backdraft Hellkite (Foil Etched)	Foil	JP	1.37	4	1.06	77.3723	82.0146	D
Single Star	https://www.singlestar.jp/product/231683	2X2	Chaos Warp (Foil Etched)	Foil	EN	2.9	4	1.07	36.8965	39.4793	D
Single Star	https://www.singlestar.jp/product/231684	2X2	Chaos Warp (Foil Etched)	Foil	JP	2.29	4	1.68	73.3624	123.249	D
Single Star	https://www.singlestar.jp/product/231686	2X2	Chaos Warp (Borderless)	Foil	JP	1.76	8	3.09	175.568	542.506	D
Single Star	https://www.singlestar.jp/product/231688	2X2	Chaos Warp (Borderless)	Foil	JP	2.9	4	1.95	67.2414	131.121	D
Single Star	https://www.singlestar.jp/product/231693	2X2	Twinflame	Foil	EN	2.29	4	0.04	1.74673	0.069869	D
Single Star	https://www.singlestar.jp/product/231694	2X2	Twinflame	Foil	JP	1.37	4	0.96	70.073	67.2701	D
Single Star	https://www.singlestar.jp/product/231695	2X2	Twinflame (Foil Etched)	Foil	EN	3.67	1	2.83	77.1117	218.226	D
Single Star	https://www.singlestar.jp/product/231696	2X2	Twinflame (Foil Etched)	Foil	JP	3.06	4	3.44	112.418	386.719	D
Single Star	https://www.singlestar.jp/product/231698	2X2	Bloom Tender	Foil	JP	3.67	1	7.29	198.638	1448.07	C
Single Star	https://www.singlestar.jp/product/231700	2X2	Bloom Tender (Foil Etched)	Foil	JP	7.65	2	6.5	84.9673	552.288	C
Single Star	https://www.singlestar.jp/product/231702	2X2	Bloom Tender (Borderless)	Foil	JP	3.82	3	7.16	187.435	1342.03	C
Single Star	https://www.singlestar.jp/product/231703	2X2	Bloom Tender (Borderless)	Foil	EN	7.88	1	3.1	39.3401	121.954	D
Single Star	https://www.singlestar.jp/product/231709	2X2	Hardened Scales	Foil	EN	3.67	1	0.25	6.81199	1.703	D
Single Star	https://www.singlestar.jp/product/231710	2X2	Hardened Scales	Foil	JP	2.14	8	1.78	83.1776	148.056	D
Single Star	https://www.singlestar.jp/product/231711	2X2	Hardened Scales (Foil Etched)	Foil	EN	3.67	1	0.95	25.8856	24.5913	D
Single Star	https://www.singlestar.jp/product/231712	2X2	Hardened Scales (Foil Etched)	Foil	JP	3.67	4	0.95	25.8856	24.5913	D
Single Star	https://www.singlestar.jp/product/231713	2X2	Hardened Scales (Borderless)	Foil	EN	3.67	4	1	27.248	27.248	D
Single Star	https://www.singlestar.jp/product/231714	2X2	Hardened Scales (Borderless)	Foil	JP	2.14	8	2.53	118.224	299.107	D
Single Star	https://www.singlestar.jp/product/231715	2X2	Hardened Scales (Borderless)	Foil	EN	3.67	1	1	27.248	27.248	D
Single Star	https://www.singlestar.jp/product/231720	2X2	Impervious Greatwurm (Foil Etched)	Foil	JP	3.67	4	1.03	28.0654	28.9073	D
Single Star	https://www.singlestar.jp/product/231721	2X2	Oracle of Mul Daya	Foil	EN	5.73	1	1.67	29.1448	48.6719	D
Single Star	https://www.singlestar.jp/product/231722	2X2	Oracle of Mul Daya	Foil	JP	3.67	4	3.73	101.635	379.098	D
Single Star	https://www.singlestar.jp/product/231724	2X2	Oracle of Mul Daya (Foil Etched)	Foil	JP	3.67	4	7.18	195.64	1404.7	C
Single Star	https://www.singlestar.jp/product/231726	2X2	Oracle of Mul Daya (Borderless)	Foil	JP	3.67	4	4.22	114.986	485.242	D
Single Star	https://www.singlestar.jp/product/231731	2X2	Rishkar, Peema Renegade (Foil Etched)	Foil	EN	2.29	3	0.36	15.7205	5.65939	D
Single Star	https://www.singlestar.jp/product/231732	2X2	Rishkar, Peema Renegade (Foil Etched)	Foil	JP	1.37	4	1.28	93.4307	119.591	D
Single Star	https://www.singlestar.jp/product/231734	2X2	Splinterfright	Foil	JP	0.22	8	0.05	22.7273	1.13636	D
